# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2024 по 31.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"30.12.2024 07:29";"0.0";"740.7";"758.2";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"7.0";"-1.0";
"30.12.2024 07:16";"0.0";"740.7";"758.2";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 210 м";"4.8";"-1.0";
"30.12.2024 07:00";"0.0";"740.7";"758.2";"93";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-1.0";
"30.12.2024 06:44";"0.0";"741.5";"759.0";"93";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"-1.0";
"30.12.2024 06:30";"0.0";"741.5";"759.0";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 150 м";"4.6";"-1.0";
"30.12.2024 06:29";"0.0";"741.5";"759.0";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 150 м";"4.8";"-1.0";
"30.12.2024 06:26";"0.0";"741.5";"759.0";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 180 м";"5.0";"-1.0";
"30.12.2024 06:11";"0.0";"741.5";"759.0";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 150 м";"4.4";"-1.0";
"30.12.2024 06:00";"0.0";"741.5";"759.0";"93";"Ветер, дующий с западо-юго-запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 150 м, сплошная (100%) 480 м";"6.0";"-1.0";
"30.12.2024 05:30";"0.0";"741.5";"759.0";"93";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-1.0";
"30.12.2024 05:22";"0.0";"741.5";"759.0";"93";"Ветер, дующий с юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 270 м";"7.0";"-1.0";
"30.12.2024 05:09";"0.0";"742.1";"759.7";"93";"Ветер, дующий с западо-юго-запада";"7";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 150 м";"2.9";"-1.0";
"30.12.2024 05:00";"0.0";"742.1";"759.7";"93";"Ветер, дующий с юго-запада";"7";"";"Дымка";"";"Сплошная (100%) 120 м";"4.4";"-1.0";
"30.12.2024 04:59";"0.0";"742.1";"759.7";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 120 м";"4.3";"-1.0";
"30.12.2024 04:30";"0.0";"741.5";"759.0";"100";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"6.0";"0.0";
"30.12.2024 04:00";"0.0";"742.1";"759.7";"100";"Ветер, дующий с западо-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 90 м";"5.0";"0.0";
"30.12.2024 03:42";"0.0";"742.1";"759.7";"100";"Ветер, дующий с западо-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 90 м";"4.9";"0.0";
"30.12.2024 03:30";"0.0";"742.1";"759.7";"93";"Ветер, дующий с западо-юго-запада";"7";"";"Дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"30.12.2024 03:00";"0.0";"742.1";"759.7";"93";"Ветер, дующий с юго-запада";"8";"";"";"";"Сплошная (100%) 90 м";"9.0";"-1.0";
"30.12.2024 02:30";"0.0";"742.1";"759.7";"93";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-1.0";
"30.12.2024 02:00";"0.0";"742.1";"759.7";"100";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"0.0";
"30.12.2024 01:30";"0.0";"742.1";"759.7";"100";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 60 м";"9.0";"0.0";
"30.12.2024 01:00";"0.0";"742.1";"759.7";"100";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"8.0";"0.0";
"30.12.2024 00:30";"0.0";"742.1";"759.7";"100";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"9.0";"0.0";
"30.12.2024 00:00";"0.0";"742.9";"760.5";"100";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 90 м";"9.0";"0.0";
"29.12.2024 23:30";"0.0";"742.9";"760.5";"100";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"9.0";"0.0";
"29.12.2024 23:00";"0.0";"742.9";"760.5";"100";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"9.0";"0.0";
"29.12.2024 22:30";"0.0";"742.9";"760.5";"93";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-1.0";
"29.12.2024 22:00";"0.0";"743.6";"761.2";"93";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-1.0";
"29.12.2024 21:30";"0.0";"743.6";"761.2";"93";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"8.0";"-1.0";
"29.12.2024 21:00";"0.0";"744.4";"762.0";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"8.0";"-1.0";
"29.12.2024 20:55";"0.0";"744.4";"762.0";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"7.0";"-1.0";
"29.12.2024 20:35";"0.0";"744.4";"762.0";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Дымка";"";"Сплошная (100%) 90 м";"4.9";"-1.0";
"29.12.2024 20:30";"0.0";"744.4";"762.0";"93";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"6.0";"-1.0";
"29.12.2024 20:00";"0.0";"744.4";"762.0";"93";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"9.0";"-1.0";
"29.12.2024 19:30";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"29.12.2024 19:23";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Дымка";"";"Сплошная (100%) 90 м";"4.9";"-1.0";
"29.12.2024 19:15";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) морось";"";"Сплошная (100%) 90 м";"6.0";"-1.0";
"29.12.2024 19:00";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) морось, дымка";"Замерзающий(ая) (переохлажденный(ая)) морось";"Сплошная (100%) 90 м";"4.0";"-1.0";
"29.12.2024 18:52";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) морось, дымка";"";"Сплошная (100%) 90 м";"4.9";"-1.0";
"29.12.2024 18:51";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) морось, дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"29.12.2024 18:50";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"29.12.2024 18:42";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) морось";"";"Сплошная (100%) 90 м";"7.0";"-1.0";
"29.12.2024 18:30";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 90 м";"4.5";"-1.0";
"29.12.2024 18:00";"0.0";"745.2";"762.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 90 м";"3.8";"-1.0";
"29.12.2024 17:56";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 90 м";"4.5";"-1.0";
"29.12.2024 17:55";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"4.7";"-1.0";
"29.12.2024 17:49";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"29.12.2024 17:30";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Дымка";"";"Сплошная (100%) 60 м";"3.7";"-1.0";
"29.12.2024 17:00";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юга";"4";"";"Дымка";"Замерзающий(ая) (переохлажденный(ая)) морось";"Сплошная (100%) 60 м";"3.5";"-1.0";
"29.12.2024 16:54";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"3.7";"-1.0";
"29.12.2024 16:30";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 60 м";"3.7";"-1.0";
"29.12.2024 16:00";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 90 м";"3.5";"-1.0";
"29.12.2024 15:38";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 90 м";"4.2";"-1.0";
"29.12.2024 15:33";"0.0";"745.9";"763.5";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"4.9";"-1.0";
"29.12.2024 15:30";"0.0";"746.6";"764.3";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Дымка";"";"Сплошная (100%) 90 м";"5.0";"-1.0";
"29.12.2024 15:00";"0.0";"746.6";"764.3";"93";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"-1.0";
"29.12.2024 14:30";"0.0";"746.6";"764.3";"93";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-1.0";
"29.12.2024 14:00";"0.0";"746.6";"764.3";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"-1.0";
"29.12.2024 13:30";"-1.0";"747.3";"765.0";"93";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-2.0";
"29.12.2024 13:00";"-1.0";"747.3";"765.0";"93";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"-2.0";
"29.12.2024 12:30";"0.0";"747.3";"765.0";"87";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-2.0";
"29.12.2024 12:00";"0.0";"748.1";"765.8";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-1.0";
"29.12.2024 11:30";"-1.0";"748.0";"765.8";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-1.0";
"29.12.2024 11:00";"-1.0";"748.0";"765.8";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-2.0";
"29.12.2024 10:30";"-1.0";"748.0";"765.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"-2.0";
"29.12.2024 10:00";"-1.0";"748.0";"765.8";"93";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Сплошная (100%) 90 м";"10.0 и более";"-2.0";
"29.12.2024 09:30";"-1.0";"748.0";"765.8";"93";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"-2.0";
"29.12.2024 09:00";"-1.0";"748.0";"765.8";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 120 м, сплошная (100%) 600 м";"10.0 и более";"-2.0";
"29.12.2024 08:30";"-1.0";"748.8";"766.6";"93";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 120 м, сплошная (100%) 600 м";"10.0 и более";"-2.0";
"29.12.2024 08:08";"-1.0";"748.8";"766.6";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 150 м";"10.0 и более";"-2.0";
"29.12.2024 08:00";"-1.0";"748.8";"766.6";"93";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 150 м";"10.0 и более";"-2.0";
"29.12.2024 07:30";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Незначительная (10-30%) 210 м";"10.0 и более";"-1.0";
"29.12.2024 07:00";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 150 м";"10.0 и более";"-1.0";
"29.12.2024 06:30";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 150 м, сплошная (100%) 780 м";"8.0";"-1.0";
"29.12.2024 06:25";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с западо-юго-запада";"2";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 90 м, сплошная (100%) 780 м";"7.0";"-1.0";
"29.12.2024 06:12";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Разорванная (60-90%) 150 м, сплошная (100%) 690 м";"4.6";"-1.0";
"29.12.2024 06:00";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"Замерзающий(ая) (переохлажденный(ая)) морось";"Сплошная (100%) 120 м";"2.6";"-1.0";
"29.12.2024 05:57";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-юго-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 330 м";"2.9";"-1.0";
"29.12.2024 05:56";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с юго-юго-запада";"2";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 360 м";"4.8";"-1.0";
"29.12.2024 05:47";"-1.0";"748.8";"766.6";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 120 м";"8.0";"-1.0";
"29.12.2024 05:31";"-1.0";"749.5";"767.3";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 240 м";"4.6";"-1.0";
"29.12.2024 05:30";"-1.0";"749.5";"767.3";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось, дымка";"";"Сплошная (100%) 270 м";"5.0";"-1.0";
"29.12.2024 05:17";"-1.0";"749.5";"767.3";"100";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось";"";"Сплошная (100%) 150 м";"7.0";"-1.0";
